Country,Year,1st_pillar_Institutions,2nd_pillar_Infrastructure,3rd_pillar_Macroeconomic_environment,4th_pillar_Health_and_primary_education,5th_pillar_Higher_education_and_training,6th_pillar_Goods_market_efficiency,7th_pillar_Labor_market_efficiency,8th_pillar_Financial_market_development,9th_pillar_Technological_readiness,10th_pillar_Market_size,11th_pillar_Business_sophistication_,12th_pillar_Innovation,Global_Competitiveness_Index,Population,GDP,Income group,Region,Forum_classification
Albania,2017,3.8779661310000004,3.56164392,4.595156537,6.236972732000001,4.767691005,4.431746223,3.9641842019999998,3.8085211,4.070535783,2.990397929,3.9020373439999996,3.199174399,4.184990873,2873457,9783,Upper middle income,Emerging and Developing Europe,Europe and North America
Algeria,2007,3.8764840560000002,2.9958828439999996,6.4130033939999995,5.444267256,3.387694788,3.864971773,3.61557315,3.057651494,2.540854172,4.234940482,3.263605966,2.9498664889999997,3.9087778660000003,34261971,12289,Upper middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Algeria,2008,3.44702692,2.959065189,6.084020375,5.3445615239999995,3.2761168639999996,3.518031742,3.302264067,2.9421290819999997,2.5225983359999997,4.170212572,3.034519883,2.65548693,3.71224713,34811059,12314,Upper middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Algeria,2009,3.20017103,2.911584085,6.389544956,5.2768175,3.2977486560000004,3.3561470239999998,3.451059429,2.785435964,2.559440492,4.266666256000001,3.126004895,2.638573432,3.9492108760000004,35401790,12285,Upper middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Algeria,2010,3.464162525,3.487563947,4.754424713,5.562716238999999,3.5922099739999998,3.5679669460000003,3.7403995439999997,2.8219631389999997,2.981231078,4.264050458,3.3301891639999996,2.7501866980000003,3.957176853,36036159,12494,Upper middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Algeria,2011,3.105042098,3.4271207,5.720727556,5.499567947,3.511771127,3.381327152,3.4083954660000004,2.6406528519999997,2.8316719860000004,4.345317144,2.934447395,2.373941433,3.9584222369999997,36717132,12606,Upper middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Algeria,2012,2.657816458,3.160854718,5.7099654520000005,5.371005982000001,3.377493153,2.99044617,2.785103412,2.3927847819999997,2.588761569,4.33715944,2.537974228,2.088070712,3.7160770010000004,37439427,12779,Upper middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Algeria,2013,3.039100987,3.140439195,5.483429342999999,5.399535611,3.5492159780000003,3.195060831,2.9109870310000003,2.607142137,2.479601067,4.351333973,2.888452602,2.377319565,3.7936977310000004,38186135,12893,Upper middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Algeria,2014,3.4066882410000003,3.123097642,6.406513806,5.606154415,3.694614323,3.476618829,3.1475307960000003,2.722804574,2.591114215,4.3863222760000005,3.215916622,2.60114176,4.081127498,38934334,13179,Upper middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Algeria,2015,3.485850282,3.075821612,5.346814512,5.5828925279999995,3.749627715,3.5058271430000003,3.23258621,2.771323746,2.6301982109999997,4.74794871,3.287205595,2.759833425,3.967092516,39666519,13434,Upper middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Algeria,2016,3.5012230289999997,3.279515441,4.82616378,5.710817832,3.8661966660000004,3.516536936,3.247002553,2.8893979610000002,3.079439163,4.728665243,3.313744395,2.9279714660000002,3.9834322939999995,41037434,12204,Upper middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Algeria,2017,3.628596336,3.562287568,4.633540593,5.766101924,3.95212053,3.639438712,3.2656755810000004,3.05725255,3.3578810089999998,4.7783616780000004,3.316787958,2.940951221,4.065500193,41318142,12135,Upper middle income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Angola,2007,,,,,,,,,,,,,3.0203257892499997,19183907,6453,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Angola,2008,,,,,,,,,,,,,3.0203257892499997,19842251,7103,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Angola,2009,,,,,,,,,,,,,3.0203257892499997,20520103,7039,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Angola,2010,3.219174708,1.881550864,3.614605177,2.66012043,2.1253758190000003,3.328692389,4.218015352,2.88337175,2.592184819,3.757472558,2.641171316,2.3582148,2.93481279,21219954,7047,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Angola,2011,2.9067370660000003,1.887377101,4.2279839710000005,2.887117587,1.908270911,3.214422813,3.961234334,2.67272329,2.652359324,3.834457822,2.41558439,2.052514126,2.9614976810000004,21942296,7094,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Angola,2012,,,,,,,,,,,,,3.0203257892499997,22685632,7230,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Angola,2013,2.759893341,1.920762975,5.026032947,3.693878457,2.066496917,3.025866088,3.655328564,2.403805667,2.470470282,3.835517039,2.8885302110000004,2.145922872,3.147254212,23448202,7488,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Angola,2014,2.6069993559999998,2.0143138069999997,4.695090025,3.539878276,1.939448733,2.922874629,3.515020325,2.49929276,2.3403027869999997,3.836603546,2.607471829,2.117802606,3.0377384739999997,24227524,7546,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Angola,2015,,,,,,,,,,,,,3.0203257892499997,25021974,7615,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Angola,2016,,,,,,,,,,,,,3.0203257892499997,25334508,7039,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Angola,2017,,,,,,,,,,,,,3.0203257892499997,29784193,6887,Upper middle income,Sub-Saharan Africa,Sub-Saharan Africa
Argentina,2007,2.988951217,3.027264554,4.913643243,5.605168417000001,4.221343655,3.527583634,3.4919841330000003,3.4918021319999997,2.964508653,4.829087106,3.968214885,2.911690164,3.874690438,39969903,13873,Not classified,Latin America and the Caribbean,Latin America and the Caribbean
Argentina,2008,2.935199916,2.915999577,5.054625743,5.5795324189999995,4.137527868,3.554684804,3.471475059,3.4639852230000003,3.18947867,4.767460504,3.9913079889999996,2.868917156,3.873598033,40381860,14646,Not classified,Latin America and the Caribbean,Latin America and the Caribbean
Argentina,2009,2.942762708,3.1107365419999997,4.866897795,5.536814783,4.201023336,3.4654090039999996,3.587373359,3.365196437,3.542301882,4.869175019,3.936908162,2.9480703139999997,3.909176693,40798641,14605,Not classified,Latin America and the Caribbean,Latin America and the Caribbean
Argentina,2010,2.9855058430000003,3.625045029,4.761941455,5.789779821000001,4.4591828730000005,3.1447129639999996,3.564022804,3.15104256,3.5221500839999997,4.845321467,3.803314668,3.04612771,3.949235396,41222875,15765,Not classified,Latin America and the Caribbean,Latin America and the Caribbean
Argentina,2011,2.927605972,3.702875845,4.877223252,5.800096492000001,4.47681685,3.232692034,3.5226588789999997,3.260508505,3.714963457,4.880978699,3.777725125,3.079355202,3.994582217,41655616,16972,Not classified,Latin America and the Caribbean,Latin America and the Caribbean
Argentina,2012,2.846900802,3.58422515,4.331538231000001,5.819965531,4.594167286,3.183423438,3.288943955,3.1804836,3.846518547,4.939797829,3.717988838,2.976050152,3.873581456,42095224,17101,Not classified,Latin America and the Caribbean,Latin America and the Caribbean
Argentina,2013,2.794880315,3.516520452,4.071020758,5.837695663,4.621682946,3.0628749539999998,3.146229223,3.051626621,3.3777957610000002,4.95444947,3.710874501,2.989533273,3.762859197,42538304,17629,Not classified,Latin America and the Caribbean,Latin America and the Caribbean
Argentina,2014,2.789075065,3.536355579,4.216296858,5.777158801000001,4.830851274,3.1444784969999997,2.9723663389999997,3.043763157,3.5400179439999997,4.969724581,3.6917112089999997,3.042485226,3.79441218,42980026,17519,Not classified,Latin America and the Caribbean,Latin America and the Caribbean
Argentina,2015,2.86340434,3.5757321139999996,4.072237744,5.754923775,4.891032215,3.115493608,3.097084824,2.808223158,3.8606575289999996,4.998476818,3.6195934139999997,3.107859412,3.792527041,43416755,17344,Not classified,Latin America and the Caribbean,Latin America and the Caribbean
Argentina,2016,3.0407191719999997,3.659923165,2.949968479,5.910136855,4.958731525,3.2618568289999996,3.2988959739999997,2.983321765,4.075774831,4.925852678,3.6786912739999997,3.238983698,3.811176413,44669494,15816,Not classified,Latin America and the Caribbean,Latin America and the Caribbean
Argentina,2017,3.27737284,3.8524297919999997,3.376551693,5.888766717,4.995610307,3.435741006,3.292143497,3.103032057,4.321091308,4.878407505,3.822479499,3.302254357,3.950943589,44271041,16148,Not classified,Latin America and the Caribbean,Latin America and the Caribbean
Armenia,2007,3.4001685580000003,2.847623379,4.983789636,4.959184996,3.350893311,3.713480055,4.540965797,3.591552342,2.553450034,2.419143333,3.255258669,2.86974047,3.758293248,2988117,6877,Lower middle income,Commonwealth of Independent States,Eurasia
Armenia,2008,3.497036183,2.8734282610000004,4.73237489,5.055589843,3.426049528,3.7479287969999997,4.565695229,3.681746514,2.556568403,2.475119136,3.297979168,2.767396526,3.7253734730000003,2975029,7383,Lower middle income,Commonwealth of Independent States,Eurasia
Armenia,2009,3.492749885,3.246500258,4.779970615,5.000032313,3.463926391,3.653166557,4.61258419,3.793945893,2.857044686,2.6926710469999997,3.347292102,2.7106973919999997,3.7109363460000004,2966108,6358,Lower middle income,Commonwealth of Independent States,Eurasia
Armenia,2010,3.5009898039999996,3.45719291,4.229865177,5.369077132999999,3.660653672,3.7159281589999997,4.611439445,3.5973905960000003,2.9561926780000003,2.502018047,3.3250186680000002,2.63219425,3.758017258,2963496,6508,Lower middle income,Commonwealth of Independent States,Eurasia
Armenia,2011,3.649245257,3.7521140280000003,4.187861323,5.367913226000001,4.007102194,3.8821408319999997,4.706152501,3.760149185,3.425064597,2.571489222,3.432512552,2.7390408330000002,3.887752279,2967984,6812,Lower middle income,Commonwealth of Independent States,Eurasia
Armenia,2012,3.898800311,3.706456924,4.502174386,5.530574486,4.219572391,4.217921126,4.722400825,3.970415458,3.39665753,2.6207728059999997,3.696310623,2.891910611,4.022190017,2978339,7291,Lower middle income,Commonwealth of Independent States,Eurasia
Armenia,2013,3.9764885239999996,3.812293227,4.876375411000001,5.461421515,4.1753854210000005,4.33625353,4.488077271,3.9060525760000004,3.74087093,2.727108675,3.815693398,2.9924935,4.1022633630000005,2992192,7527,Lower middle income,Commonwealth of Independent States,Eurasia
Armenia,2014,3.82285149,3.833668833,4.622902268,5.328280681,4.197081928,4.365602062,4.198569346,3.7107672789999997,3.72174307,2.7530225010000002,3.732163013,2.9546673689999996,4.007344028,3006154,7763,Lower middle income,Commonwealth of Independent States,Eurasia
Armenia,2015,3.77976578,3.7188742789999996,4.71480302,5.351114439,4.264139122,4.461346024,4.303387095,3.530605628,3.6668078669999997,2.813094825,3.6505865060000002,3.0152972680000003,4.009698321,3017712,7763,Lower middle income,Commonwealth of Independent States,Eurasia
Armenia,2016,3.986070825,3.7660029689999996,4.314891833,5.409183046,4.381709816,4.586433073999999,4.397012226,3.6833981089999996,4.0117918,2.676364726,3.752672983,3.198949058,4.073255115,3146176,7162,Lower middle income,Commonwealth of Independent States,Eurasia
Armenia,2017,4.057974392,3.8528059210000003,4.134756683,5.9948154460000005,4.420720771,4.699170214,4.40133228,3.8777627789999998,4.086212981,2.78776599,3.9862065060000003,3.308108367,4.191498072,2930450,7166,Lower middle income,Commonwealth of Independent States,Eurasia
Australia,2007,5.662953761,5.525058284,5.39173397,6.255321261000001,5.461345402999999,5.321346763999999,5.00489635,5.86893835,5.202737063,4.898523616,4.809784145,4.409833975,5.1711783769999995,20975949,40643,High income,Advanced economies,East Asia and Pacific
Australia,2008,5.720910106,5.334669231,5.656705867,6.27437412,5.437404672,5.2947334360000005,5.1172107239999995,5.7634172,5.206939961000001,5.019505474,4.8592990380000005,4.455988269,5.199893685,21370348,41312,High income,Advanced economies,East Asia and Pacific
Australia,2009,5.595149292,5.1919328689999995,5.55642957,6.181618095,5.334408273,5.196163459,5.196375936,5.507393472,5.391313407,5.102878502,4.788005603,4.434158905,5.153625588,21770690,41170,High income,Advanced economies,East Asia and Pacific
Australia,2010,5.489599137000001,5.435197997,5.549282505,6.489540396000001,5.527340932,5.021515442,5.129109983,5.45157767,4.9720495389999995,5.117600874,4.671391802,4.407703747,5.111644871,22162863,41330,High income,Advanced economies,East Asia and Pacific
Australia,2011,5.390774411000001,5.432850962000001,5.624568206,6.513907933,5.619446631000001,4.836478351,5.037241924,5.375873336000001,5.1104598789999995,5.099487358999999,4.672677817,4.475482924,5.11024481,22542371,41706,High income,Advanced economies,East Asia and Pacific
Australia,2012,5.272721176,5.696374792,5.565328406,6.4559139189999994,5.642971167000001,4.872011205,4.603312187,5.3500739710000005,5.606123949,5.103470373,4.606740213999999,4.5102535989999994,5.115229558,22911375,42522,High income,Advanced economies,East Asia and Pacific
Australia,2013,5.0408587019999995,5.59714882,5.751740307,6.355374541000001,5.510036626000001,4.719560468,4.453076136,5.406826102999999,5.817452958,5.145869115,4.661295085,4.454404083,5.092346111,23270465,42840,High income,Advanced economies,East Asia and Pacific
Australia,2014,5.142326973,5.602745037999999,5.614697143,6.461495026000001,5.674432813999999,4.758861434,4.300066768,5.414401937999999,5.642813772,5.140228733,4.697070748,4.405821522,5.0840641710000005,23622353,43219,High income,Advanced economies,East Asia and Pacific
Australia,2015,5.3149822019999995,5.662272428,5.620594286,6.543583448,5.84380008,4.790243131,4.511546077,5.358213238,5.647057106,5.134894706,4.695979015,4.533884,5.148697265,23968973,44056,High income,Advanced economies,East Asia and Pacific
Australia,2016,5.323229724,5.646263737999999,5.692227792000001,6.562329951000001,5.911171512,4.824902458,4.686968048,5.424447194,5.662524404,5.102926152,4.7443432869999995,4.547373653,5.189371749,24582780,39700,High income,Advanced economies,East Asia and Pacific
Australia,2017,5.3524876180000005,5.266563918,5.674250081,6.523236045,5.877281228999999,4.876430341,4.684871248,5.452766156,5.718354213,5.133036963,4.8542824289999995,4.515425338,5.191511394,24598933,40570,High income,Advanced economies,East Asia and Pacific
Austria,2007,5.718495589,5.689617772,5.322629839,6.287341657000001,5.4020486089999995,5.407219344,4.5236470639999995,5.1281319739999995,5.171237003,4.467444304,5.688888876,4.756457761,5.22601693,8301290,43418,High income,Advanced economies,Europe and North America
Austria,2008,5.724991719,5.864626378,5.359761541,6.2794649620000005,5.277374682,5.381032923999999,4.647319285,5.008827179,5.335389267,4.555025497,5.646815695,4.682248618,5.227882613,8331465,43952,High income,Advanced economies,Europe and North America
Austria,2009,5.5545609339999995,5.89368686,5.22292457,6.13920393,5.185416615,5.137551141,4.712516235,4.845909091,5.392927696,4.623387471,5.540645121,4.455527453999999,5.131420388,8361362,42171,High income,Advanced economies,Europe and North America
Austria,2010,5.418795674,5.558804625,5.29855822,6.412376355,5.379992141000001,5.000954922,4.753955742,4.740594402,5.090005673,4.587308669,5.463350748,4.4783720119999995,5.088419453999999,8391986,42861,High income,Advanced economies,Europe and North America
Austria,2011,5.2422439810000006,5.6418844020000005,5.388089861,6.321540173,5.380100232,4.891352601,4.761586347,4.643905035,5.402755414,4.579302022,5.459084987000001,4.788613374,5.1384261460000005,8423559,44029,High income,Advanced economies,Europe and North America
Austria,2012,5.044829036,5.804998026,5.347452484,6.318604505,5.478158933,4.909697091,4.6920614810000005,4.654221188,5.704658002,4.618402755,5.520470126,5.073915471,5.219718663,8455477,44216,High income,Advanced economies,Europe and North America
Austria,2013,5.073183498,5.720824117,5.372662786,6.369517097999999,5.568352748,4.8820254919999995,4.563884774,4.561545337,5.587428345,4.628330879,5.45820314,4.818364708,5.150925183,8486962,44059,High income,Advanced economies,Europe and North America
Austria,2014,5.090872036,5.797199245,5.5059417139999995,6.435265477000001,5.561693776,4.961751349,4.45109336,4.45206138,5.736632348,4.61138594,5.4062977629999995,4.816509034,5.156103122,8516916,43906,High income,Advanced economies,Europe and North America
Austria,2015,5.187206294,5.708467442000001,5.132887038,6.40733615,5.582001302999999,4.889117043,4.471815871,4.212617903,5.620215797,4.592613244,5.426085473,4.9027900760000005,5.118491275,8544586,44401,High income,Advanced economies,Europe and North America
Austria,2016,5.225457008999999,5.767189475,5.453214286000001,6.421024188,5.76390982,4.897588563999999,4.526433078,4.5447424860000005,5.722906955,4.533224086000001,5.498870747000001,5.026413065,5.221203902,8828230,41057,High income,Advanced economies,Europe and North America
Austria,2017,5.1513699630000005,5.725296167000001,5.523210851,6.401890458,5.676971095,4.893204742,4.48733278,4.577125772,5.97078395,4.588805302,5.576902465,5.025600305,5.246649091,8809212,41798,High income,Advanced economies,Europe and North America
Azerbaijan,2007,3.639859364,3.5762529539999997,5.687353959,4.727898182,3.5128337610000004,3.81696847,4.475050701,3.881489412,2.92214209,3.294947267,3.8360709269999997,3.359606375,4.066182779,8763359,13243,Upper middle income,Commonwealth of Independent States,Eurasia
Azerbaijan,2008,4.049231549,3.695776762,5.34738573,4.723205674,3.755441706,3.957892525,4.697231694,3.89201707,3.229170915,3.3661464569999997,3.9103961519999997,3.5309696560000003,4.10181137,8868713,14365,Upper middle income,Commonwealth of Independent States,Eurasia
Azerbaijan,2009,4.147902107,4.030668718,5.302859468,5.042415169,3.8830885619999997,4.162775655,5.0749829769999995,4.229017654,3.414058677,3.3907990339999996,3.902925457,3.525824826,4.300091506,8980488,15394,Upper middle income,Commonwealth of Independent States,Eurasia
Azerbaijan,2010,3.8588981710000003,3.686848755,5.618694896,5.497015817,3.956011943,3.91718191,4.817550907,4.124736802,3.553245857,3.461227739,3.8369560739999997,3.1649126180000002,4.288068344,9099893,15950,Upper middle income,Commonwealth of Independent States,Eurasia
Azerbaijan,2011,3.8439539860000003,3.8681262430000003,5.886128655,5.116105392,4.01314205,4.117356915,4.952600107,3.761246144,3.6039089310000003,3.5041312810000003,3.8122538789999996,3.201177364,4.313757132,9227512,15754,Upper middle income,Commonwealth of Independent States,Eurasia
Azerbaijan,2012,3.980939008,3.944609172,6.048898246,5.080908158,3.911915314,4.308037315,4.795968035,3.729928001,4.043020993,3.512953493,3.914871508,3.4476523589999997,4.4108298669999995,9361477,15888,Upper middle income,Commonwealth of Independent States,Eurasia
Azerbaijan,2013,4.0633367,4.058261798999999,6.4156,5.070159575,3.9999693030000003,4.268276305,4.721536586,3.8003131619999997,4.169064733,3.6035776760000005,3.971436957,3.450940763,4.513738201000001,9497496,16593,Upper middle income,Commonwealth of Independent States,Eurasia
Azerbaijan,2014,3.9590319739999997,4.119357483,6.413656337999999,5.238374727,3.8995027710000003,4.307130493,4.587676178,3.766247209,4.255380417,3.657680375,3.8560790760000003,3.3293305660000003,4.530560572,9629779,16710,Upper middle income,Commonwealth of Independent States,Eurasia
Azerbaijan,2015,3.9440319739999996,4.146040751,6.354025806,5.216539732,3.8995027710000003,4.312739385,4.5745155660000005,3.332913876,4.260362855,3.89564385,3.8560790760000003,3.329694447,4.504303915,9753968,16986,Upper middle income,Commonwealth of Independent States,Eurasia
Azerbaijan,2016,4.232074587,4.295855722,5.243972555,5.654106614,4.159855402,4.490735446,4.76630146,3.5483595,4.516614688,3.8877530780000003,4.022653469,3.630045636,4.554671203,9931856,15646,Upper middle income,Commonwealth of Independent States,Eurasia
Azerbaijan,2017,4.649244925,4.540325631,4.795534494,5.717995615,4.462963628,4.7967035010000005,5.006973332,3.843059087,4.554328087,3.973176338,4.439324228,3.9966331810000004,4.690255791,9862429,16008,Upper middle income,Commonwealth of Independent States,Eurasia
Bahrain,2007,4.6703212160000005,4.443981431,5.851180127999999,5.756754846000001,4.079974967,4.709126298999999,4.274970285,5.649615914,4.038548264,2.488061445,4.251810166,2.811771268,4.421329667,1026568,43251,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Bahrain,2008,4.887364219,4.771898126,5.7789148070000005,5.818029375,4.222674602,4.774784641,4.366974612,5.504520939,4.287156836,2.77987828,4.487575455,3.0417959469999998,4.5670225360000005,1115777,42507,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Bahrain,2009,4.883781234,4.9636070519999995,5.974818937,5.828386437000001,4.372573042,4.956183055,4.712154311,4.777630208,4.56754005,2.94806298,4.151761851,3.223793301,4.541910364,1196774,40825,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Bahrain,2010,5.015349607,5.078771561,5.65078964,6.172595837,4.6355531160000005,5.134193808,4.775364628,4.898239954,4.88055135,2.939383635,4.140163277,3.2087689189999997,4.543871333999999,1261319,40553,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Bahrain,2011,5.291205422,5.081692103,5.148167487,6.169544105,4.999721551,5.239459278,4.871721929,5.1220599469999994,4.480181172,2.8251335330000003,4.512614697,3.2005052889999996,4.536354905,1306014,40083,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Bahrain,2012,5.134174666,5.187739331,5.500967802000001,6.06586662,4.931511963,5.097300324,4.888859169,4.988331877,4.7158429,2.860332591,4.339671538999999,3.1345828439999996,4.626170305,1333577,40732,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Bahrain,2013,4.766160602,5.18000486,5.897852088,6.002031576,4.520044316,4.961074484,4.869517811000001,4.752628017,4.946696933999999,2.933253109,4.249913338,3.172791821,4.4543094530000005,1349427,42444,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Bahrain,2014,4.701346844,5.187309526,5.186919996,6.16284371,4.657108652,4.982690587,4.673527987,4.653056673,5.014346478999999,3.077104568,4.349779295,3.317899115,4.475510816,1361930,43963,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Bahrain,2015,4.918851673,5.1046609730000005,4.5971371869999995,6.202013117000001,4.82383024,5.039128335,4.729756965,4.421008392,5.291112258,3.2709647,4.432596233,3.4100391919999997,4.515511869,1377237,44138,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Bahrain,2016,5.036459744,5.009099322,3.876773608,6.244339762999999,4.898403579,4.983415911,4.551514032,4.304829957,5.154228291,3.2280842080000003,4.42083951,3.605126999,4.472268263,1419387,41006,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Bahrain,2017,5.040209784,5.06712115,3.9767376010000004,6.224029874,4.986424873,4.981315867,4.55151404,4.304830019,5.568164491,3.307409875,4.494474035,3.604252317,4.538518804,1492584,40626,High income,"Middle East, North Africa, and Pakistan",Middle East and North Africa
Bangladesh,2007,2.8686772019999998,2.186064444,4.620310384,4.710158005,2.473714894,3.83753711,4.213201381,4.087717523,2.251021628,4.4085518530000005,3.4139428119999997,2.558409445,3.5479420680000002,146592687,2158,Lower middle income,Emerging and Developing Asia,South Asia
Bangladesh,2008,2.976995394,2.212066966,4.45730638,4.625589755,2.511335508,3.8251093839999997,4.010587875,4.054883651,2.339428824,4.142507693,3.455920505,2.5086322009999997,3.508132347,148252473,2265,Lower middle income,Emerging and Developing Asia,South Asia
Bangladesh,2009,3.089236292,2.3904622730000002,4.445613487,4.494293635,2.565529124,3.8195788139999998,3.8933937989999996,4.1752446139999995,2.449622822,4.316957181,3.473941777,2.516334973,3.550550143,149905836,2355,Lower middle income,Emerging and Developing Asia,South Asia
Bangladesh,2010,3.2419562560000004,2.145545828,4.486923987,4.96224204,2.774071621,3.833156718,3.978673435,4.178610841999999,2.654549971,4.322604483,3.4163908660000004,2.611839467,3.644469887,151616777,2459,Lower middle income,Emerging and Developing Asia,South Asia
Bangladesh,2011,3.307618554,2.237080765,4.700546512,5.012414481,2.809250941,4.085398433,4.015485944,4.068393159,2.8166889760000005,4.3212332810000005,3.514248976,2.570586659,3.73089623,153405612,2589,Lower middle income,Emerging and Developing Asia,South Asia
Bangladesh,2012,3.203233856,2.220381131,4.243367252,5.204079813,2.875163713,4.095173058,3.905548112,3.742009107,2.74419251,4.361165178,3.5006069839999996,2.467455705,3.6470505560000004,155257387,2725,Lower middle income,Emerging and Developing Asia,South Asia
Bangladesh,2013,3.076030844,2.370839938,4.580922815,5.300227617,2.830530286,4.099066464,3.799382177,3.68044701,2.694189623,4.442061775,3.507687493,2.5443633880000003,3.707335632,157157394,2853,Lower middle income,Emerging and Developing Asia,South Asia
Bangladesh,2014,2.959892374,2.4456193390000003,4.6857630310000005,5.288260397,2.8625937969999997,4.203990278,3.670330699,3.7725174619999997,2.657623375,4.459528584,3.453260091,2.5839365990000003,3.7194109330000003,159077513,2991,Lower middle income,Emerging and Developing Asia,South Asia
Bangladesh,2015,2.941069083,2.562536273,4.97863721,5.237292495,2.8628660060000004,4.065645337,3.686401961,3.5677139469999997,2.62046994,4.682661223999999,3.426129377,2.654630995,3.763285176,160995642,3161,Lower middle income,Emerging and Developing Asia,South Asia
Bangladesh,2016,3.147406615,2.7689147380000003,4.791555736,5.1571591539999995,3.040843011,4.080272376,3.577034395,3.544840026,2.694853285,4.649385832,3.522680846,2.795549978,3.796966228,164259119,2955,Lower middle income,Emerging and Developing Asia,South Asia
